,Location,Period,Indicator,First Tooltip
1024,Kyrgyzstan,2018,"Dentists (per 10,000)",1.85
1025,Kyrgyzstan,2014,"Dentists (per 10,000)",1.65
1026,Kyrgyzstan,2013,"Dentists (per 10,000)",1.71
1027,Kyrgyzstan,2012,"Dentists (per 10,000)",1.73
1028,Kyrgyzstan,2011,"Dentists (per 10,000)",1.73
1029,Kyrgyzstan,2010,"Dentists (per 10,000)",1.89
1030,Kyrgyzstan,2009,"Dentists (per 10,000)",1.94
1031,Kyrgyzstan,2008,"Dentists (per 10,000)",
1032,Kyrgyzstan,2007,"Dentists (per 10,000)",1.97
1033,Kyrgyzstan,2006,"Dentists (per 10,000)",
1034,Kyrgyzstan,2005,"Dentists (per 10,000)",2.06
1035,Kyrgyzstan,2004,"Dentists (per 10,000)",2.1
1036,Kyrgyzstan,2003,"Dentists (per 10,000)",1.98
1037,Kyrgyzstan,2002,"Dentists (per 10,000)",2.11
1038,Kyrgyzstan,2001,"Dentists (per 10,000)",2.17
1039,Kyrgyzstan,2000,"Dentists (per 10,000)",2.28
1040,Kyrgyzstan,1999,"Dentists (per 10,000)",2.59
1041,Kyrgyzstan,1998,"Dentists (per 10,000)",
1042,Kyrgyzstan,1997,"Dentists (per 10,000)",2.68
1043,Kyrgyzstan,1996,"Dentists (per 10,000)",2.44
1044,Kyrgyzstan,1995,"Dentists (per 10,000)",2.37
1045,Kyrgyzstan,1994,"Dentists (per 10,000)",
1046,Kyrgyzstan,1993,"Dentists (per 10,000)",
1047,Kyrgyzstan,1992,"Dentists (per 10,000)",2.92
1048,Kyrgyzstan,1991,"Dentists (per 10,000)",
1049,Kyrgyzstan,1990,"Dentists (per 10,000)",2.85
1050,Lao People's Democratic Republic,2018,"Dentists (per 10,000)",0.62
1051,Lao People's Democratic Republic,2017,"Dentists (per 10,000)",0.71
1052,Lao People's Democratic Republic,2014,"Dentists (per 10,000)",0.51
1053,Lao People's Democratic Republic,2012,"Dentists (per 10,000)",0.5
1054,Lao People's Democratic Republic,2009,"Dentists (per 10,000)",
1055,Latvia,2019,"Dentists (per 10,000)",7.14
1056,Latvia,2017,"Dentists (per 10,000)",7.07
1057,Latvia,2016,"Dentists (per 10,000)",
1058,Latvia,2015,"Dentists (per 10,000)",7.1
1059,Latvia,2014,"Dentists (per 10,000)",6.93
1060,Latvia,2013,"Dentists (per 10,000)",7.13
1061,Latvia,2012,"Dentists (per 10,000)",6.98
1062,Latvia,2011,"Dentists (per 10,000)",6.96
1063,Latvia,2010,"Dentists (per 10,000)",7.02
1064,Latvia,2009,"Dentists (per 10,000)",7.04
1065,Latvia,2008,"Dentists (per 10,000)",6.98
1066,Latvia,2007,"Dentists (per 10,000)",6.66
1067,Latvia,2006,"Dentists (per 10,000)",6.48
1068,Latvia,2005,"Dentists (per 10,000)",6.31
1069,Latvia,2004,"Dentists (per 10,000)",6.0
1070,Latvia,2003,"Dentists (per 10,000)",5.52
1071,Latvia,2002,"Dentists (per 10,000)",5.41
1072,Latvia,2001,"Dentists (per 10,000)",5.26
1073,Latvia,2000,"Dentists (per 10,000)",
1074,Latvia,1999,"Dentists (per 10,000)",4.66
1075,Latvia,1998,"Dentists (per 10,000)",4.1
1076,Latvia,1997,"Dentists (per 10,000)",
1077,Latvia,1996,"Dentists (per 10,000)",
1078,Latvia,1995,"Dentists (per 10,000)",3.54
1079,Latvia,1994,"Dentists (per 10,000)",3.53
1080,Latvia,1993,"Dentists (per 10,000)",3.38
1081,Latvia,1992,"Dentists (per 10,000)",3.69
1082,Latvia,1991,"Dentists (per 10,000)",5.09
1083,Latvia,1990,"Dentists (per 10,000)",
1084,Lebanon,2018,"Dentists (per 10,000)",10.21
1085,Lebanon,2017,"Dentists (per 10,000)",9.87
1086,Lebanon,2016,"Dentists (per 10,000)",
1087,Lebanon,2015,"Dentists (per 10,000)",8.46
1088,Lebanon,2014,"Dentists (per 10,000)",
1089,Lebanon,2013,"Dentists (per 10,000)",8.91
1090,Lebanon,2011,"Dentists (per 10,000)",12.04
1091,Lebanon,2010,"Dentists (per 10,000)",10.89
1092,Lebanon,2009,"Dentists (per 10,000)",
1093,Lebanon,2007,"Dentists (per 10,000)",8.81
1094,Lebanon,2006,"Dentists (per 10,000)",8.53
1095,Lebanon,2001,"Dentists (per 10,000)",10.73
1096,Lesotho,2003,"Dentists (per 10,000)",0.015
1097,Liberia,2019,"Dentists (per 10,000)",
1098,Liberia,2010,"Dentists (per 10,000)",0.059
1099,Liberia,2009,"Dentists (per 10,000)",
1100,Liberia,2008,"Dentists (per 10,000)",0.011
1101,Liberia,2004,"Dentists (per 10,000)",0.01
1102,Libya,2017,"Dentists (per 10,000)",8.78
1103,Libya,2015,"Dentists (per 10,000)",7.77
1104,Libya,2014,"Dentists (per 10,000)",7.2
1105,Libya,2009,"Dentists (per 10,000)",6.18
1106,Libya,2008,"Dentists (per 10,000)",3.38
1107,Libya,2004,"Dentists (per 10,000)",1.49
1108,Libya,1997,"Dentists (per 10,000)",1.35
1109,Lithuania,2017,"Dentists (per 10,000)",9.98
1110,Lithuania,2016,"Dentists (per 10,000)",9.65
1111,Lithuania,2015,"Dentists (per 10,000)",
1112,Lithuania,2014,"Dentists (per 10,000)",8.98
1113,Lithuania,2013,"Dentists (per 10,000)",8.9
1114,Lithuania,2012,"Dentists (per 10,000)",8.82
1115,Lithuania,2011,"Dentists (per 10,000)",8.06
1116,Lithuania,2010,"Dentists (per 10,000)",
1117,Lithuania,2009,"Dentists (per 10,000)",7.41
1118,Lithuania,2008,"Dentists (per 10,000)",6.87
1119,Lithuania,2007,"Dentists (per 10,000)",7.12
1120,Lithuania,2006,"Dentists (per 10,000)",6.53
1121,Lithuania,2005,"Dentists (per 10,000)",7.08
1122,Lithuania,2004,"Dentists (per 10,000)",6.48
1123,Lithuania,2003,"Dentists (per 10,000)",6.72
1124,Lithuania,2002,"Dentists (per 10,000)",6.49
1125,Lithuania,2001,"Dentists (per 10,000)",6.95
1126,Lithuania,2000,"Dentists (per 10,000)",6.84
1127,Lithuania,1999,"Dentists (per 10,000)",6.48
1128,Lithuania,1998,"Dentists (per 10,000)",6.26
1129,Lithuania,1997,"Dentists (per 10,000)",5.88
1130,Lithuania,1996,"Dentists (per 10,000)",4.64
1131,Lithuania,1995,"Dentists (per 10,000)",
1132,Lithuania,1994,"Dentists (per 10,000)",4.98
1133,Lithuania,1993,"Dentists (per 10,000)",5.28
1134,Lithuania,1992,"Dentists (per 10,000)",5.54
1135,Luxembourg,2017,"Dentists (per 10,000)",9.82
1136,Luxembourg,2016,"Dentists (per 10,000)",9.49
1137,Luxembourg,2015,"Dentists (per 10,000)",8.93
1138,Luxembourg,2014,"Dentists (per 10,000)",8.58
1139,Luxembourg,2013,"Dentists (per 10,000)",8.48
1140,Luxembourg,2012,"Dentists (per 10,000)",
1141,Luxembourg,2011,"Dentists (per 10,000)",8.4
1142,Luxembourg,2010,"Dentists (per 10,000)",8.31
1143,Luxembourg,2009,"Dentists (per 10,000)",8.22
1144,Luxembourg,2008,"Dentists (per 10,000)",8.2
1145,Luxembourg,2007,"Dentists (per 10,000)",
1146,Luxembourg,2006,"Dentists (per 10,000)",8.05
1147,Luxembourg,2005,"Dentists (per 10,000)",8.08
1148,Luxembourg,2004,"Dentists (per 10,000)",7.84
1149,Luxembourg,2003,"Dentists (per 10,000)",
1150,Luxembourg,2002,"Dentists (per 10,000)",6.49
1151,Luxembourg,2001,"Dentists (per 10,000)",6.25
1152,Luxembourg,2000,"Dentists (per 10,000)",5.96
1153,Luxembourg,1999,"Dentists (per 10,000)",6.24
1154,Luxembourg,1998,"Dentists (per 10,000)",6.15
1155,Luxembourg,1997,"Dentists (per 10,000)",5.83
1156,Luxembourg,1996,"Dentists (per 10,000)",5.58
1157,Luxembourg,1995,"Dentists (per 10,000)",5.46
1158,Luxembourg,1994,"Dentists (per 10,000)",5.22
1159,Luxembourg,1993,"Dentists (per 10,000)",5.12
1160,Luxembourg,1992,"Dentists (per 10,000)",5.24
1161,Luxembourg,1991,"Dentists (per 10,000)",5.12
1162,Luxembourg,1990,"Dentists (per 10,000)",5.19
1163,Madagascar,2013,"Dentists (per 10,000)",0.048
1164,Madagascar,2012,"Dentists (per 10,000)",0.081
1165,Madagascar,2011,"Dentists (per 10,000)",0.083
1166,Madagascar,2010,"Dentists (per 10,000)",
1167,Madagascar,2009,"Dentists (per 10,000)",0.087
1168,Madagascar,2008,"Dentists (per 10,000)",0.11
1169,Madagascar,2007,"Dentists (per 10,000)",0.1
1170,Madagascar,2006,"Dentists (per 10,000)",0.1
1171,Madagascar,2005,"Dentists (per 10,000)",0.11
1172,Madagascar,2004,"Dentists (per 10,000)",0.09
1173,Madagascar,2003,"Dentists (per 10,000)",0.092
1174,Madagascar,2002,"Dentists (per 10,000)",0.071
1175,Malawi,2018,"Dentists (per 10,000)",0.017
1176,Malawi,2008,"Dentists (per 10,000)",0.13
1177,Malaysia,2018,"Dentists (per 10,000)",3.08
1178,Malaysia,2015,"Dentists (per 10,000)",3.5
1179,Malaysia,2012,"Dentists (per 10,000)",1.57
1180,Malaysia,2011,"Dentists (per 10,000)",1.48
1181,Malaysia,2010,"Dentists (per 10,000)",1.35
1182,Malaysia,2008,"Dentists (per 10,000)",1.34
1183,Malaysia,2002,"Dentists (per 10,000)",0.89
1184,Malaysia,2000,"Dentists (per 10,000)",
1185,Maldives,2018,"Dentists (per 10,000)",2.0
1186,Maldives,2017,"Dentists (per 10,000)",1.67
1187,Maldives,2015,"Dentists (per 10,000)",1.36
1188,Maldives,2010,"Dentists (per 10,000)",0.88
1189,Maldives,2009,"Dentists (per 10,000)",1.27
1190,Maldives,2004,"Dentists (per 10,000)",0.32
1191,Mali,2016,"Dentists (per 10,000)",
1192,Mali,2010,"Dentists (per 10,000)",0.023
1193,Mali,2009,"Dentists (per 10,000)",0.027
1194,Mali,2004,"Dentists (per 10,000)",0.036
1195,Malta,2019,"Dentists (per 10,000)",4.84
1196,Malta,2015,"Dentists (per 10,000)",
1197,Malta,2014,"Dentists (per 10,000)",4.67
1198,Malta,2013,"Dentists (per 10,000)",4.62
1199,Malta,2012,"Dentists (per 10,000)",4.51
1200,Malta,2011,"Dentists (per 10,000)",
1201,Malta,2010,"Dentists (per 10,000)",
1202,Malta,2009,"Dentists (per 10,000)",4.35
1203,Marshall Islands,2019,"Dentists (per 10,000)",1.19
1204,Marshall Islands,2012,"Dentists (per 10,000)",0.71
1205,Marshall Islands,2010,"Dentists (per 10,000)",0.71
1206,Marshall Islands,2007,"Dentists (per 10,000)",1.07
1207,Mauritania,2018,"Dentists (per 10,000)",0.21
1208,Mauritania,2009,"Dentists (per 10,000)",0.21
1209,Mauritania,2004,"Dentists (per 10,000)",0.16
1210,Mauritius,2019,"Dentists (per 10,000)",2.76
1211,Mauritius,2017,"Dentists (per 10,000)",3.17
1212,Mauritius,2016,"Dentists (per 10,000)",3.05
1213,Mauritius,2015,"Dentists (per 10,000)",3.02
1214,Mauritius,2014,"Dentists (per 10,000)",2.91
1215,Mauritius,2013,"Dentists (per 10,000)",2.8
1216,Mauritius,2012,"Dentists (per 10,000)",
1217,Mauritius,2011,"Dentists (per 10,000)",2.14
1218,Mauritius,2010,"Dentists (per 10,000)",2.08
1219,Mauritius,2009,"Dentists (per 10,000)",2.01
1220,Mauritius,2008,"Dentists (per 10,000)",1.9
1221,Mauritius,2007,"Dentists (per 10,000)",1.85
1222,Mauritius,2004,"Dentists (per 10,000)",1.37
1223,Mexico,2017,"Dentists (per 10,000)",1.37
1224,Mexico,2016,"Dentists (per 10,000)",1.36
1225,Mexico,2015,"Dentists (per 10,000)",1.3
1226,Mexico,2014,"Dentists (per 10,000)",1.28
1227,Mexico,2013,"Dentists (per 10,000)",
1228,Mexico,2012,"Dentists (per 10,000)",1.17
1229,Mexico,2011,"Dentists (per 10,000)",1.16
1230,Mexico,2010,"Dentists (per 10,000)",1.16
1231,Mexico,2009,"Dentists (per 10,000)",1.08
1232,Mexico,2008,"Dentists (per 10,000)",1.05
1233,Mexico,2007,"Dentists (per 10,000)",1.0
1234,Mexico,2006,"Dentists (per 10,000)",0.97
1235,Mexico,2005,"Dentists (per 10,000)",0.94
1236,Mexico,2000,"Dentists (per 10,000)",6.04
1237,Micronesia (Federated States of),2008,"Dentists (per 10,000)",1.35
1238,Micronesia (Federated States of),2005,"Dentists (per 10,000)",1.23
1239,Micronesia (Federated States of),2003,"Dentists (per 10,000)",0.94
1240,Micronesia (Federated States of),2000,"Dentists (per 10,000)",1.3
1241,Monaco,2014,"Dentists (per 10,000)",10.19
1242,Monaco,2013,"Dentists (per 10,000)",
1243,Monaco,2012,"Dentists (per 10,000)",10.14
1244,Monaco,2011,"Dentists (per 10,000)",10.56
1245,Monaco,1995,"Dentists (per 10,000)",11.08
1246,Monaco,1992,"Dentists (per 10,000)",12.04
1247,Mongolia,2016,"Dentists (per 10,000)",2.34
1248,Mongolia,2012,"Dentists (per 10,000)",2.82
1249,Mongolia,2011,"Dentists (per 10,000)",2.35
1250,Mongolia,2010,"Dentists (per 10,000)",1.96
1251,Mongolia,2009,"Dentists (per 10,000)",1.98
1252,Mongolia,2008,"Dentists (per 10,000)",1.95
1253,Mongolia,2002,"Dentists (per 10,000)",1.29
1254,Montenegro,2018,"Dentists (per 10,000)",0.46
1255,Montenegro,2015,"Dentists (per 10,000)",0.4
1256,Montenegro,2014,"Dentists (per 10,000)",0.4
1257,Montenegro,2013,"Dentists (per 10,000)",0.4
1258,Montenegro,2012,"Dentists (per 10,000)",0.4
1259,Montenegro,2011,"Dentists (per 10,000)",0.38
1260,Montenegro,2010,"Dentists (per 10,000)",0.42
1261,Morocco,2017,"Dentists (per 10,000)",1.36
1262,Morocco,2015,"Dentists (per 10,000)",1.41
1263,Morocco,2014,"Dentists (per 10,000)",1.36
1264,Morocco,2009,"Dentists (per 10,000)",0.84
1265,Morocco,2004,"Dentists (per 10,000)",1.03
1266,Mozambique,2018,"Dentists (per 10,000)",0.086
1267,Mozambique,2017,"Dentists (per 10,000)",0.072
1268,Mozambique,2015,"Dentists (per 10,000)",0.07
1269,Mozambique,2013,"Dentists (per 10,000)",0.053
1270,Mozambique,2012,"Dentists (per 10,000)",0.028
1271,Mozambique,2011,"Dentists (per 10,000)",0.031
1272,Mozambique,2010,"Dentists (per 10,000)",0.025
1273,Mozambique,2009,"Dentists (per 10,000)",0.023
1274,Mozambique,2004,"Dentists (per 10,000)",0.008
1275,Myanmar,2018,"Dentists (per 10,000)",0.65
1276,Myanmar,2017,"Dentists (per 10,000)",0.81
1277,Myanmar,2016,"Dentists (per 10,000)",0.66
1278,Myanmar,2015,"Dentists (per 10,000)",0.62
1279,Myanmar,2012,"Dentists (per 10,000)",
1280,Myanmar,2011,"Dentists (per 10,000)",0.54
1281,Myanmar,2010,"Dentists (per 10,000)",0.51
1282,Myanmar,2009,"Dentists (per 10,000)",0.46
1283,Myanmar,2008,"Dentists (per 10,000)",0.46
1284,Myanmar,2007,"Dentists (per 10,000)",0.38
1285,Myanmar,2006,"Dentists (per 10,000)",0.35
1286,Myanmar,2005,"Dentists (per 10,000)",0.33
1287,Myanmar,2004,"Dentists (per 10,000)",
1288,Namibia,2018,"Dentists (per 10,000)",0.73
1289,Namibia,2014,"Dentists (per 10,000)",0.3
1290,Namibia,2007,"Dentists (per 10,000)",0.45
1291,Namibia,2004,"Dentists (per 10,000)",0.43
1292,Nauru,2019,"Dentists (per 10,000)",3.7
1293,Nauru,2015,"Dentists (per 10,000)",1.92
1294,Nauru,2011,"Dentists (per 10,000)",0.99
1295,Nauru,2009,"Dentists (per 10,000)",1.01
1296,Nauru,2008,"Dentists (per 10,000)",1.01
1297,Nauru,2004,"Dentists (per 10,000)",1.01
1298,Nepal,2018,"Dentists (per 10,000)",0.97
1299,Nepal,2017,"Dentists (per 10,000)",2.2
1300,Nepal,2004,"Dentists (per 10,000)",0.096
1301,Netherlands,2017,"Dentists (per 10,000)",5.07
1302,Netherlands,2016,"Dentists (per 10,000)",5.13
1303,Netherlands,2015,"Dentists (per 10,000)",5.15
1304,Netherlands,2014,"Dentists (per 10,000)",4.98
1305,Netherlands,2013,"Dentists (per 10,000)",4.94
1306,Netherlands,2012,"Dentists (per 10,000)",4.94
1307,Netherlands,2011,"Dentists (per 10,000)",4.91
1308,Netherlands,2010,"Dentists (per 10,000)",
1309,Netherlands,2009,"Dentists (per 10,000)",4.6
1310,Netherlands,2008,"Dentists (per 10,000)",
1311,Netherlands,2007,"Dentists (per 10,000)",4.44
1312,Netherlands,2006,"Dentists (per 10,000)",4.29
1313,Netherlands,2005,"Dentists (per 10,000)",4.1
1314,New Zealand,2017,"Dentists (per 10,000)",6.24
1315,New Zealand,2016,"Dentists (per 10,000)",6.18
1316,New Zealand,2015,"Dentists (per 10,000)",6.12
1317,New Zealand,2014,"Dentists (per 10,000)",6.1
1318,New Zealand,2013,"Dentists (per 10,000)",6.07
1319,New Zealand,2012,"Dentists (per 10,000)",5.96
1320,New Zealand,2011,"Dentists (per 10,000)",5.93
1321,New Zealand,2010,"Dentists (per 10,000)",5.85
1322,New Zealand,2009,"Dentists (per 10,000)",4.47
1323,New Zealand,2008,"Dentists (per 10,000)",4.48
1324,New Zealand,2007,"Dentists (per 10,000)",4.43
1325,New Zealand,2006,"Dentists (per 10,000)",4.08
1326,New Zealand,2005,"Dentists (per 10,000)",3.96
1327,New Zealand,2002,"Dentists (per 10,000)",4.09
1328,New Zealand,2001,"Dentists (per 10,000)",3.66
1329,Nicaragua,2018,"Dentists (per 10,000)",
1330,Nicaragua,2014,"Dentists (per 10,000)",0.42
1331,Nicaragua,2013,"Dentists (per 10,000)",0.43
1332,Nicaragua,2012,"Dentists (per 10,000)",0.44
1333,Nicaragua,2011,"Dentists (per 10,000)",0.45
1334,Nicaragua,2010,"Dentists (per 10,000)",0.44
1335,Nicaragua,2009,"Dentists (per 10,000)",0.46
1336,Nicaragua,2008,"Dentists (per 10,000)",0.47
1337,Nicaragua,2007,"Dentists (per 10,000)",0.44
1338,Nicaragua,2006,"Dentists (per 10,000)",0.44
1339,Nicaragua,2005,"Dentists (per 10,000)",0.45
1340,Nicaragua,2003,"Dentists (per 10,000)",0.46
1341,Niger,2016,"Dentists (per 10,000)",0.009
1342,Niger,2015,"Dentists (per 10,000)",0.015
1343,Niger,2014,"Dentists (per 10,000)",0.011
1344,Niger,2013,"Dentists (per 10,000)",0.016
1345,Niger,2009,"Dentists (per 10,000)",0.011
1346,Niger,2008,"Dentists (per 10,000)",0.01
1347,Niger,2004,"Dentists (per 10,000)",0.011
1348,Nigeria,2018,"Dentists (per 10,000)",0.22
1349,Nigeria,2016,"Dentists (per 10,000)",0.22
1350,Nigeria,2010,"Dentists (per 10,000)",0.53
1351,Nigeria,2009,"Dentists (per 10,000)",0.16
1352,Nigeria,2008,"Dentists (per 10,000)",0.17
1353,Nigeria,2007,"Dentists (per 10,000)",
1354,Nigeria,2006,"Dentists (per 10,000)",0.16
1355,Nigeria,2005,"Dentists (per 10,000)",0.15
1356,Nigeria,2003,"Dentists (per 10,000)",0.19
1357,Niue,2008,"Dentists (per 10,000)",12.5
1358,Niue,2006,"Dentists (per 10,000)",17.65
1359,Niue,2004,"Dentists (per 10,000)",11.77
1360,Niue,2003,"Dentists (per 10,000)",11.77
1361,Niue,1996,"Dentists (per 10,000)",9.52
1362,Norway,2018,"Dentists (per 10,000)",8.72
1363,Norway,2017,"Dentists (per 10,000)",8.67
1364,Norway,2016,"Dentists (per 10,000)",8.62
1365,Norway,2015,"Dentists (per 10,000)",8.53
1366,Norway,2014,"Dentists (per 10,000)",8.65
1367,Norway,2013,"Dentists (per 10,000)",8.73
1368,Norway,2012,"Dentists (per 10,000)",8.66
1369,Norway,2011,"Dentists (per 10,000)",
1370,Norway,2010,"Dentists (per 10,000)",8.79
1371,Norway,2009,"Dentists (per 10,000)",8.69
1372,Norway,2008,"Dentists (per 10,000)",8.78
1373,Norway,2007,"Dentists (per 10,000)",8.69
1374,Norway,2006,"Dentists (per 10,000)",8.78
1375,Norway,2005,"Dentists (per 10,000)",8.41
1376,Norway,2004,"Dentists (per 10,000)",8.02
1377,Norway,2003,"Dentists (per 10,000)",8.11
1378,Norway,2002,"Dentists (per 10,000)",8.07
1379,Norway,2001,"Dentists (per 10,000)",8.02
1380,Norway,2000,"Dentists (per 10,000)",8.02
1381,Norway,1999,"Dentists (per 10,000)",8.13
1382,Norway,1998,"Dentists (per 10,000)",8.19
1383,Norway,1997,"Dentists (per 10,000)",8.35
1384,Norway,1996,"Dentists (per 10,000)",8.26
1385,Norway,1995,"Dentists (per 10,000)",8.17
1386,Norway,1994,"Dentists (per 10,000)",8.15
1387,Norway,1993,"Dentists (per 10,000)",8.14
1388,Norway,1992,"Dentists (per 10,000)",8.2
1389,Norway,1991,"Dentists (per 10,000)",8.15
1390,Norway,1990,"Dentists (per 10,000)",8.2
1391,Oman,2018,"Dentists (per 10,000)",
1392,Oman,2017,"Dentists (per 10,000)",2.89
1393,Oman,2016,"Dentists (per 10,000)",
1394,Oman,2015,"Dentists (per 10,000)",2.69
1395,Oman,2014,"Dentists (per 10,000)",
1396,Oman,2013,"Dentists (per 10,000)",2.33
1397,Oman,2012,"Dentists (per 10,000)",2.3
1398,Oman,2011,"Dentists (per 10,000)",2.23
1399,Oman,2010,"Dentists (per 10,000)",2.15
1400,Oman,2009,"Dentists (per 10,000)",2.17
1401,Oman,2008,"Dentists (per 10,000)",2.03
1402,Oman,2007,"Dentists (per 10,000)",1.97
1403,Oman,2006,"Dentists (per 10,000)",1.92
1404,Oman,2005,"Dentists (per 10,000)",
1405,Oman,2004,"Dentists (per 10,000)",1.7
1406,Oman,2000,"Dentists (per 10,000)",
1407,Oman,1999,"Dentists (per 10,000)",0.47
1408,Oman,1998,"Dentists (per 10,000)",
1409,Oman,1997,"Dentists (per 10,000)",0.37
1410,Oman,1995,"Dentists (per 10,000)",0.65
1411,Oman,1990,"Dentists (per 10,000)",0.46
1412,Pakistan,2018,"Dentists (per 10,000)",0.96
1413,Pakistan,2017,"Dentists (per 10,000)",
1414,Pakistan,2016,"Dentists (per 10,000)",0.9
1415,Pakistan,2015,"Dentists (per 10,000)",0.84
1416,Pakistan,2014,"Dentists (per 10,000)",0.77
1417,Pakistan,2013,"Dentists (per 10,000)",0.72
1418,Pakistan,2012,"Dentists (per 10,000)",0.68
1419,Pakistan,2011,"Dentists (per 10,000)",0.64
1420,Pakistan,2010,"Dentists (per 10,000)",0.59
1421,Pakistan,2009,"Dentists (per 10,000)",0.56
1422,Pakistan,2008,"Dentists (per 10,000)",0.53
1423,Pakistan,2004,"Dentists (per 10,000)",
1424,Pakistan,2001,"Dentists (per 10,000)",0.32
1425,Pakistan,2000,"Dentists (per 10,000)",0.29
1426,Pakistan,1999,"Dentists (per 10,000)",0.27
1427,Pakistan,1998,"Dentists (per 10,000)",0.26
1428,Pakistan,1997,"Dentists (per 10,000)",0.24
1429,Pakistan,1996,"Dentists (per 10,000)",0.23
1430,Pakistan,1995,"Dentists (per 10,000)",
1431,Pakistan,1994,"Dentists (per 10,000)",0.22
1432,Pakistan,1993,"Dentists (per 10,000)",0.21
1433,Pakistan,1992,"Dentists (per 10,000)",0.2
1434,Palau,2019,"Dentists (per 10,000)",2.22
1435,Palau,2007,"Dentists (per 10,000)",2.6
1436,Palau,1998,"Dentists (per 10,000)",
1437,Panama,2017,"Dentists (per 10,000)",3.03
1438,Panama,2016,"Dentists (per 10,000)",2.8
1439,Panama,2013,"Dentists (per 10,000)",2.7
1440,Panama,2012,"Dentists (per 10,000)",
1441,Panama,2011,"Dentists (per 10,000)",3.01
1442,Panama,2010,"Dentists (per 10,000)",3.0
1443,Panama,2009,"Dentists (per 10,000)",2.88
1444,Panama,2008,"Dentists (per 10,000)",2.82
1445,Panama,2007,"Dentists (per 10,000)",2.73
1446,Panama,2006,"Dentists (per 10,000)",2.81
1447,Panama,2005,"Dentists (per 10,000)",2.82
1448,Panama,2004,"Dentists (per 10,000)",2.82
1449,Panama,2003,"Dentists (per 10,000)",2.71
1450,Panama,2002,"Dentists (per 10,000)",2.85
1451,Panama,2001,"Dentists (per 10,000)",2.48
1452,Panama,1999,"Dentists (per 10,000)",2.68
1453,Panama,1998,"Dentists (per 10,000)",2.71
1454,Panama,1997,"Dentists (per 10,000)",
1455,Panama,1996,"Dentists (per 10,000)",2.63
1456,Panama,1995,"Dentists (per 10,000)",2.47
1457,Panama,1994,"Dentists (per 10,000)",2.33
1458,Panama,1993,"Dentists (per 10,000)",2.18
1459,Panama,1992,"Dentists (per 10,000)",2.22
1460,Panama,1991,"Dentists (per 10,000)",2.11
1461,Panama,1990,"Dentists (per 10,000)",2.05
1462,Papua New Guinea,2019,"Dentists (per 10,000)",0.071
1463,Papua New Guinea,2018,"Dentists (per 10,000)",0.17
1464,Papua New Guinea,2009,"Dentists (per 10,000)",
1465,Papua New Guinea,2000,"Dentists (per 10,000)",0.15
1466,Paraguay,2018,"Dentists (per 10,000)",1.62
1467,Paraguay,2012,"Dentists (per 10,000)",1.64
1468,Paraguay,2002,"Dentists (per 10,000)",
1469,Peru,2016,"Dentists (per 10,000)",1.85
1470,Peru,2012,"Dentists (per 10,000)",
1471,Peru,2009,"Dentists (per 10,000)",
1472,Peru,2007,"Dentists (per 10,000)",5.41
1473,Peru,1999,"Dentists (per 10,000)",1.08
1474,Philippines,2019,"Dentists (per 10,000)",0.021
1475,Philippines,2017,"Dentists (per 10,000)",2.43
1476,Philippines,2016,"Dentists (per 10,000)",0.019
1477,Philippines,2015,"Dentists (per 10,000)",
1478,Philippines,2008,"Dentists (per 10,000)",0.21
1479,Philippines,2004,"Dentists (per 10,000)",5.42
1480,Philippines,2002,"Dentists (per 10,000)",5.31
1481,Philippines,2000,"Dentists (per 10,000)",1.1
1482,Poland,2017,"Dentists (per 10,000)",3.51
1483,Poland,2016,"Dentists (per 10,000)",3.5
1484,Poland,2015,"Dentists (per 10,000)",
1485,Poland,2014,"Dentists (per 10,000)",3.44
1486,Poland,2013,"Dentists (per 10,000)",3.23
1487,Poland,2012,"Dentists (per 10,000)",3.27
1488,Poland,2011,"Dentists (per 10,000)",3.4
1489,Poland,2010,"Dentists (per 10,000)",3.27
1490,Poland,2009,"Dentists (per 10,000)",3.17
1491,Poland,2008,"Dentists (per 10,000)",3.4
1492,Poland,2007,"Dentists (per 10,000)",3.48
1493,Poland,2006,"Dentists (per 10,000)",3.28
1494,Poland,2005,"Dentists (per 10,000)",3.19
1495,Poland,2004,"Dentists (per 10,000)",3.68
1496,Poland,2003,"Dentists (per 10,000)",
1497,Poland,2002,"Dentists (per 10,000)",2.8
1498,Poland,2001,"Dentists (per 10,000)",
1499,Poland,2000,"Dentists (per 10,000)",3.05
1500,Poland,1999,"Dentists (per 10,000)",
1501,Poland,1998,"Dentists (per 10,000)",4.49
1502,Poland,1997,"Dentists (per 10,000)",4.57
1503,Poland,1996,"Dentists (per 10,000)",4.64
1504,Poland,1995,"Dentists (per 10,000)",4.63
1505,Poland,1994,"Dentists (per 10,000)",4.56
1506,Poland,1993,"Dentists (per 10,000)",4.43
1507,Poland,1992,"Dentists (per 10,000)",4.35
1508,Poland,1991,"Dentists (per 10,000)",4.61
1509,Poland,1990,"Dentists (per 10,000)",4.8
1510,Portugal,2017,"Dentists (per 10,000)",10.12
1511,Portugal,2016,"Dentists (per 10,000)",9.56
1512,Portugal,2015,"Dentists (per 10,000)",9.13
1513,Portugal,2014,"Dentists (per 10,000)",8.76
1514,Portugal,2013,"Dentists (per 10,000)",
1515,Portugal,2012,"Dentists (per 10,000)",8.04
1516,Portugal,2011,"Dentists (per 10,000)",7.67
